id,source_id,error_start,normal_start,length,observed_tokens,method,aggregation,error_score,normal_score,gap,paired_win
12765,14445,175,138,11,1,prompt_only,current,0.5735755558510192,-4.790105870101608,5.3636814259526275,1.0
12765,14445,175,138,11,1,prompt_only,prefix_mean,0.5735755558510192,-4.790105870101608,5.3636814259526275,1.0
12765,14445,175,138,11,2,full,current,5.322927508131812,-4.131923932702305,9.454851440834117,1.0
12765,14445,175,138,11,2,full,prefix_mean,2.0715093264773223,-3.8024736242715313,5.873982950748854,1.0
12765,14445,175,138,11,2,history_mean,current,-2.1948930931856467,-3.5122530255604945,1.3173599323748477,1.0
12765,14445,175,138,11,2,history_mean,prefix_mean,-2.293340704740717,-3.64500838380805,1.351667679067333,1.0
12765,14445,175,138,11,2,current_increment,current,7.517820601317458,-0.6196709071418107,8.13749150845927,1.0
12765,14445,175,138,11,2,current_increment,prefix_mean,4.364850031218039,-0.15746524046348132,4.522315271681521,1.0
12765,14445,175,138,11,2,prompt_only,current,0.6136354965729749,-4.901410478122635,5.51504597469561,1.0
12765,14445,175,138,11,2,prompt_only,prefix_mean,0.593605526211997,-4.845758174112122,5.439363700324119,1.0
12765,14445,175,138,11,4,full,current,1.742345093844335,-4.464213636358452,6.206558730202787,1.0
12765,14445,175,138,11,4,full,prefix_mean,3.0492416928634185,-4.020729916599598,7.069971609463017,1.0
12765,14445,175,138,11,4,history_mean,current,-0.5148157792572305,-3.509671970191971,2.9948561909347404,1.0
12765,14445,175,138,11,4,history_mean,prefix_mean,-1.6141817988116798,-3.5873549811890424,1.9731731823773626,1.0
12765,14445,175,138,11,4,current_increment,current,2.257160873101565,-0.954541666166481,3.211702539268046,1.0
12765,14445,175,138,11,4,current_increment,prefix_mean,4.663423491675098,-0.43337493541055594,5.096798427085654,1.0
12765,14445,175,138,11,4,prompt_only,current,3.799756260445617,-6.032918348095594,9.832674608541211,1.0
12765,14445,175,138,11,4,prompt_only,prefix_mean,2.4317743202763986,-5.1212528843117955,7.553027204588194,1.0
12765,14445,175,138,11,8,full,current,-1.126125726815543,-5.524183618966554,4.398057892151011,1.0
12765,14445,175,138,11,8,full,prefix_mean,2.2240867539837104,-3.7988383155319623,6.022925069515672,1.0
12765,14445,175,138,11,8,history_mean,current,1.4228998616953732,-3.4099453438661387,4.832845205561512,1.0
12765,14445,175,138,11,8,history_mean,prefix_mean,-0.4860506984164103,-3.5601355732353923,3.074084874818982,1.0
12765,14445,175,138,11,8,current_increment,current,-2.549025588510916,-2.114238275100416,-0.4347873134104998,0.0
12765,14445,175,138,11,8,current_increment,prefix_mean,2.710137452400121,-0.23870274229656946,2.9488401946966905,1.0
12765,14445,175,138,11,8,prompt_only,current,2.3874408567396044,-5.0059210442204085,7.393361900960013,1.0
12765,14445,175,138,11,8,prompt_only,prefix_mean,3.046205456906149,-5.011298867333947,8.057504324240096,1.0
12903,14468,302,199,88,1,full,current,-4.77753546568646,-2.206903864516445,-2.570631601170015,0.0
12903,14468,302,199,88,1,full,prefix_mean,-4.77753546568646,-2.206903864516445,-2.570631601170015,0.0
12903,14468,302,199,88,1,history_mean,current,-3.059474653611119,-3.363963379006964,0.30448872539584526,1.0
12903,14468,302,199,88,1,history_mean,prefix_mean,-3.059474653611119,-3.363963379006964,0.30448872539584526,1.0
12903,14468,302,199,88,1,current_increment,current,-1.718060812075341,1.1570595144905185,-2.8751203265658596,0.0
12903,14468,302,199,88,1,current_increment,prefix_mean,-1.718060812075341,1.1570595144905185,-2.8751203265658596,0.0
12903,14468,302,199,88,1,prompt_only,current,-5.624644938222036,-4.11476886798994,-1.509876070232096,0.0
12903,14468,302,199,88,1,prompt_only,prefix_mean,-5.624644938222036,-4.11476886798994,-1.509876070232096,0.0
12903,14468,302,199,88,2,full,current,-2.4651234646175872,-3.1254916530092576,0.6603681883916703,1.0
12903,14468,302,199,88,2,full,prefix_mean,-3.621329465152024,-2.666197758762851,-0.9551317063891727,0.0
12903,14468,302,199,88,2,history_mean,current,-3.3082909907488327,-3.2359077136019776,-0.07238327714685511,0.0
12903,14468,302,199,88,2,history_mean,prefix_mean,-3.1838828221799758,-3.2999355463044706,0.11605272412449485,1.0
12903,14468,302,199,88,2,current_increment,current,0.8431675261312455,0.11041606059272,0.7327514655385254,1.0
12903,14468,302,199,88,2,current_increment,prefix_mean,-0.4374466429720477,0.6337377875416192,-1.071184430513667,0.0
12903,14468,302,199,88,2,prompt_only,current,-6.102378621367603,-4.650265065811131,-1.4521135555564717,0.0
12903,14468,302,199,88,2,prompt_only,prefix_mean,-5.86351177979482,-4.3825169669005355,-1.4809948128942843,0.0
12903,14468,302,199,88,4,full,current,-3.694331447002358,-1.3535639370139585,-2.3407675099883996,0.0
12903,14468,302,199,88,4,full,prefix_mean,-3.635107430183746,-2.2961549488079704,-1.3389524813757756,0.0
12903,14468,302,199,88,4,history_mean,current,-3.204936371660483,-3.5357606921086697,0.3308243204481869,1.0
12903,14468,302,199,88,4,history_mean,prefix_mean,-3.177355106689845,-3.361350158509751,0.18399505181990605,1.0
12903,14468,302,199,88,4,current_increment,current,-0.489395075341875,2.1821967550947114,-2.6715918304365864,0.0
12903,14468,302,199,88,4,current_increment,prefix_mean,-0.4577523234939012,1.0651952097017805,-1.5229475331956817,0.0
12903,14468,302,199,88,4,prompt_only,current,-4.290210173406523,-4.874979595125939,0.5847694217194164,1.0
12903,14468,302,199,88,4,prompt_only,prefix_mean,-4.8533283815753325,-4.475622083133274,-0.3777062984420585,0.0
12903,14468,302,199,88,8,full,current,-4.198118652683135,-3.087424628146658,-1.110694024536477,0.0
12903,14468,302,199,88,8,full,prefix_mean,-4.061504378117329,-2.6871021749201915,-1.3744022031971372,0.0
12903,14468,302,199,88,8,history_mean,current,-3.5990638522202745,-2.940055382891092,-0.6590084693291827,0.0
12903,14468,302,199,88,8,history_mean,prefix_mean,-3.2676452307304147,-3.2253636697553705,-0.04228156097504421,0.0
12903,14468,302,199,88,8,current_increment,current,-0.5990548004628606,-0.1473692452555672,-0.4516855552072935,0.0
12903,14468,302,199,88,8,current_increment,prefix_mean,-0.7938591473869145,0.5382614948351786,-1.332120642222093,0.0
12903,14468,302,199,88,8,prompt_only,current,-7.35905950091755,-4.410626641456887,-2.948432859460663,0.0
12903,14468,302,199,88,8,prompt_only,prefix_mean,-5.243017853536127,-4.398801754316074,-0.8442160992200529,0.0
13107,15103,260,226,11,1,full,current,1.795355478948557,-0.0166552481622453,1.8120107271108024,1.0
13107,15103,260,226,11,1,full,prefix_mean,1.795355478948557,-0.0166552481622453,1.8120107271108024,1.0
13107,15103,260,226,11,1,history_mean,current,-2.241438306856117,-1.344791661492718,-0.896646645363399,0.0
13107,15103,260,226,11,1,history_mean,prefix_mean,-2.241438306856117,-1.344791661492718,-0.896646645363399,0.0
13107,15103,260,226,11,1,current_increment,current,4.036793785804674,1.3281364133304727,2.7086573724742014,1.0
13107,15103,260,226,11,1,current_increment,prefix_mean,4.036793785804674,1.3281364133304727,2.7086573724742014,1.0
13107,15103,260,226,11,1,prompt_only,current,0.1621307940127747,-2.4382697897259904,2.600400583738765,1.0
13107,15103,260,226,11,1,prompt_only,prefix_mean,0.1621307940127747,-2.4382697897259904,2.600400583738765,1.0
13107,15103,260,226,11,2,full,current,-1.9989794586610408,-1.463702552203895,-0.5352769064571459,0.0
13107,15103,260,226,11,2,full,prefix_mean,-0.10181198985624185,-0.7401789001830701,0.6383669103268282,1.0
13107,15103,260,226,11,2,history_mean,current,-1.681889807058201,-1.1324435223425895,-0.5494462847156114,0.0
13107,15103,260,226,11,2,history_mean,prefix_mean,-1.9616640569571588,-1.2386175919176536,-0.7230464650395052,0.0
13107,15103,260,226,11,2,current_increment,current,-0.3170896516028403,-0.3312590298613054,0.014169378258465093,1.0
13107,15103,260,226,11,2,current_increment,prefix_mean,1.8598520671009169,0.49843869173458366,1.3614133753663333,1.0
13107,15103,260,226,11,2,prompt_only,current,-1.8326706044885088,0.0193525838883703,-1.8520231883768792,0.0
13107,15103,260,226,11,2,prompt_only,prefix_mean,-0.835269905237867,-1.2094586029188101,0.3741886976809431,1.0
13107,15103,260,226,11,4,full,current,-0.0165889338299802,0.1754624604910424,-0.19205139432102258,0.0
13107,15103,260,226,11,4,full,prefix_mean,0.5837518149452365,0.10339470544323337,0.48035710950200317,1.0
13107,15103,260,226,11,4,history_mean,current,-1.191482300739915,-0.730646045280048,-0.46083625545986695,0.0
13107,15103,260,226,11,4,history_mean,prefix_mean,-1.6747688719102656,-1.056255498096857,-0.6185133738134085,0.0
