case_id,source_id,side,event,selection,unit,layer,head,receiver,sources,capture_residual,source_group,entry_sham_error,state_sham_error,relay_sham_error,joint_sham_error,dose,relay_dose,full,removed,support,sham_error,numeric_ok,relay_status,without_relay,without_both,entry_conditional,relay_support,relay_conditional,interaction,restored_state,restored_state_blocked,restoration_identity_error,blocked_identity_error,restoration_gain,blocked_restoration_gain,gate_difference,restored_relay,relay_restoration_gain,delta_sequence_margin,delta_next_margin,delta_tail_margin,delta_mean_margin
14315_headwear_scope,14315,supported,1,matched_low_flow,event_1_selected_edge,30,7,463,[24],True,selected_edge,0.0,0.0,0.0,0.0,0.25,1.0,7.643988308470591,7.632366372463548,0.0116219360070433,0.0,True,planned,7.631159481566293,7.623602105495776,0.0075573760705163,0.0128288269042986,0.0087642669677716,0.0040645599365269,7.643988308470591,7.631159481566293,0.0,0.0,0.0116219360070433,0.0075573760705163,0.0040645599365269,7.633793069240892,0.0014266967773437,0.01162193600704331,0.007076263427734375,0.004545672579308935,0.0010742475066864987
14315_headwear_scope,14315,supported,1,matched_low_flow,event_1_selected_edge,30,7,463,[24],True,selected_edge,0.0,0.0,0.0,0.0,1.0,1.0,7.643988308470591,7.646520005418051,-0.0025316969474591,0.0,True,planned,7.631159481566293,7.6510270702373875,-0.0198675886710946,0.0128288269042986,-0.0045070648193368,0.0173358917236354,7.643988308470591,7.631159481566293,0.0,0.0,-0.0025316969474591,-0.0198675886710946,0.0173358917236354,7.646834717942465,0.000314712524414,-0.002531696947459139,0.008150100708007812,-0.010681797655466951,-0.00018901649387381703
14315_headwear_scope,14315,supported,1,matched_low_flow,event_1_scope,30,7,463,"[249, 250, 251, 252, 253, 254]",True,scope,0.0,0.0,0.0,0.0,0.25,1.0,7.643988308470591,7.643988308470591,0.0,0.0,True,planned,7.631159481566293,7.631159481566293,0.0,0.0128288269042986,0.0128288269042986,0.0,7.643988308470591,7.631159481566293,0.0,0.0,0.0,0.0,0.0,7.643988308470591,0.0,0.0,0.0,0.0,0.0
14315_headwear_scope,14315,supported,1,matched_low_flow,event_1_scope,30,7,463,"[249, 250, 251, 252, 253, 254]",True,scope,0.0,0.0,0.0,0.0,1.0,1.0,7.643988308470591,7.622277879850698,0.0217104286198939,0.0,True,planned,7.631159481566293,7.635394716398547,-0.0042352348322545,0.0128288269042986,-0.0131168365478497,0.0259456634521484,7.643988308470591,7.631159481566293,0.0,0.0,0.0217104286198939,-0.0042352348322545,0.0259456634521484,7.622277879850698,0.0,0.021710428619893918,0.021404266357421875,0.0003061622624720428,0.001988634826937008
14315_headwear_scope,14315,supported,1,matched_low_flow,event_1_supported_value,30,7,463,"[376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393]",True,supported_value,0.0,0.0,0.0,0.0,0.25,1.0,7.643988308470591,7.639650245453405,0.0043380630171867,0.0,True,planned,7.631159481566293,7.622661491180944,0.008497990385349,0.0128288269042986,0.0169887542724609,-0.0041599273681622,7.643988308470591,7.631159481566293,0.0,0.0,0.0043380630171867,0.008497990385349,-0.0041599273681622,7.639650245453405,0.0,0.004338063017186755,0.00679779052734375,-0.002459727510156995,0.0004182031228743277
14315_headwear_scope,14315,supported,1,matched_low_flow,event_1_supported_value,30,7,463,"[376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393]",True,supported_value,0.0,0.0,0.0,0.0,1.0,1.0,7.643988308470591,7.623800401369383,0.0201879071012083,0.0,True,planned,7.631159481566293,7.626192216554931,0.0049672650113619,0.0128288269042986,-0.0023918151855477,0.0152206420898464,7.643988308470591,7.631159481566293,0.0,0.0,0.0201879071012083,0.0049672650113619,0.0152206420898464,7.623800401369383,0.0,0.020187907101208324,0.0155029296875,0.0046849774137083244,0.0018741055631399384
14315_headwear_scope,14315,supported,1,matched_low_flow,event_1_value_source,30,7,463,"[255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266]",True,value_source,0.0,0.0,0.0,0.0,0.25,1.0,7.643988308470591,7.643988308470591,0.0,0.0,True,planned,7.631159481566293,7.631159481566293,0.0,0.0128288269042986,0.0128288269042986,0.0,7.643988308470591,7.631159481566293,0.0,0.0,0.0,0.0,0.0,7.643988308470591,0.0,0.0,0.0,0.0,0.0
14315_headwear_scope,14315,supported,1,matched_low_flow,event_1_value_source,30,7,463,"[255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266]",True,value_source,0.0,0.0,0.0,0.0,1.0,1.0,7.643988308470591,7.6410144139513,0.0029738945192914,0.0,True,planned,7.631159481566293,7.64544327747669,-0.0142837959103969,0.0128288269042986,-0.0044288635253897,0.0172576904296883,7.643988308470591,7.631159481566293,0.0,0.0,0.0029738945192914,-0.0142837959103969,0.0172576904296883,7.639913873790166,-0.0011005401611337,0.00297389451929142,0.0078582763671875,-0.00488438184789608,0.00027253998404608293
14315_headwear_scope,14315,supported,1,matched_low_flow,event_1_scope_and_value,30,7,463,"[249, 250, 251, 252, 253, 254, 376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393]",True,scope_and_value,0.0,0.0,0.0,0.0,0.25,1.0,7.643988308470591,7.6368597944036,0.0071285140669914,0.0,True,planned,7.631159481566293,7.630809684540319,0.000349797025974,0.0128288269042986,0.0060501098632812,0.0067787170410174,7.643988308470591,7.631159481566293,0.0,0.0,0.0071285140669914,0.000349797025974,0.0067787170410174,7.6368597944036,0.0,0.007128514066991443,0.009588241577148438,-0.002459727510156995,0.0006768110023571694
14315_headwear_scope,14315,supported,1,matched_low_flow,event_1_scope_and_value,30,7,463,"[249, 250, 251, 252, 253, 254, 376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393]",True,scope_and_value,0.0,0.0,0.0,0.0,1.0,1.0,7.643988308470591,7.630039911954398,0.0139483965161932,0.0,True,planned,7.631159481566293,7.641768198697564,-0.0106087171312712,0.0128288269042986,-0.0117282867431658,0.0245571136474644,7.643988308470591,7.631159481566293,0.0,0.0,0.0139483965161932,-0.0106087171312712,0.0245571136474644,7.629338007657525,-0.0007019042968732,0.013948396516193284,0.010324478149414062,0.003623918366779222,0.0013258632136453619
14315_headwear_scope,14315,supported,2,high_flow_without_positive_lookback,event_2_selected_edge,30,5,465,[0],True,selected_edge,0.0,0.0,0.0,0.0,0.25,1.0,7.643988308470591,7.63212115738532,0.011867151085271,0.0,True,planned,7.544966396849496,7.551789355017156,-0.0068229581676604,0.0990219116210955,0.080331802368164,0.0186901092529314,7.643988308470591,7.544966396849496,0.0,0.0,0.011867151085271,-0.0068229581676604,0.0186901092529314,7.633093905188055,0.0009727478027343,0.011867151085271033,0.009199142456054688,0.002668008629216345,0.001140855862530099
14315_headwear_scope,14315,supported,2,high_flow_without_positive_lookback,event_2_selected_edge,30,5,465,[0],True,selected_edge,0.0,0.0,0.0,0.0,1.0,1.0,7.643988308470591,7.623271792890968,0.0207165155796236,0.0,True,planned,7.544966396849496,7.53389152860874,0.0110748682407564,0.0990219116210955,0.0893802642822283,0.0096416473388671,7.643988308470591,7.544966396849496,0.0,0.0,0.0207165155796236,0.0110748682407564,0.0096416473388671,7.628063052656593,0.004791259765625,0.020716515579623618,0.009021759033203125,0.011694756546420493,0.0020379885977521717
14315_headwear_scope,14315,supported,2,high_flow_without_positive_lookback,event_2_scope,30,5,465,"[249, 250, 251, 252, 253, 254]",True,scope,0.0,0.0,0.0,0.0,0.25,1.0,7.643988308470591,7.643988308470591,0.0,0.0,True,planned,7.544966396849496,7.544966396849496,0.0,0.0990219116210955,0.0990219116210955,0.0,7.643988308470591,7.544966396849496,0.0,0.0,0.0,0.0,0.0,7.643988308470591,0.0,0.0,0.0,0.0,0.0
