case_id,source_id,side,world,next_top1_changed,sequence_margin,next_margin,tail_margin,mean_margin
14375_onion_stage,14375,supported,event_2_selected_edge_joint_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_1_scope_0.25,False,6.07212541602596,4.051296234130859,2.0208291818951007,0.669881460030401
14375_onion_stage,14375,supported,event_0_supported_value_0.25_restore_state_blocked,False,6.07316855450236,4.048370361328125,2.0247981931742354,0.670445080690353
14375_onion_stage,14375,supported,event_3_selected_edge_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_2_selected_edge_0.25,False,6.077835490544407,4.05810546875,2.019730021794407,0.6718656869815254
14375_onion_stage,14375,supported,event_3_selected_edge_random_0,False,6.08741644878947,4.062618255615234,2.0247981931742354,0.671645361955391
14375_onion_stage,14375,supported,event_2_selected_edge_1_cut_both,False,6.078936321855756,4.055994033813477,2.0229422880422794,0.6720145306243901
14375_onion_stage,14375,supported,event_0_selected_edge_random_0,False,6.081932754057639,4.069770812988281,2.0121619410693574,0.6732421724322386
14375_onion_stage,14375,supported,event_0_scope_and_value_1_restore_state,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_0_scope_1,False,6.085099619874891,4.063419342041016,2.021680277833875,0.6726985311891651
14375_onion_stage,14375,supported,event_2_scope_and_value_1_restore_state_blocked,False,6.07316855450236,4.048370361328125,2.0247981931742354,0.670445080690353
14375_onion_stage,14375,supported,event_1_value_source_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_1_value_source_1,False,6.087271741487531,4.059057235717773,2.028214505769758,0.6727044765393435
14375_onion_stage,14375,supported,event_2_selected_edge_1_restore_state_blocked,False,6.07316855450236,4.048370361328125,2.0247981931742354,0.670445080690353
14375_onion_stage,14375,supported,event_0_supported_value_1,False,6.0565435522157856,4.042934417724609,2.013609134491176,0.6661389862758167
14375_onion_stage,14375,supported,event_2_scope_1_cut_both,False,6.075871535219662,4.051362991333008,2.024508543886654,0.6711490987192901
14375_onion_stage,14375,supported,event_2_scope_and_value_0.25_cut_both,False,6.05570010674883,4.038951873779297,2.016748232969533,0.6666043157484423
14375_onion_stage,14375,supported,event_1_supported_value_0.25,False,6.078586349718961,4.055568695068359,2.0230176546506016,0.6704174244945398
14375_onion_stage,14375,supported,event_0_scope_joint_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_2_scope_joint_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_3_scope_and_value_1,False,6.083534994321696,4.058736801147461,2.0247981931742354,0.6720723882838544
14375_onion_stage,14375,supported,event_2_scope_and_value_1_cut_both,False,6.075176438098094,4.052745819091797,2.022430619006297,0.6717765359241545
14375_onion_stage,14375,supported,event_0_scope_0.25_restore_relay,False,6.077286633325563,4.056053161621094,2.021233471704469,0.6708696067669466
14375_onion_stage,14375,supported,event_0_selected_edge_1_restore_relay,False,6.08342631755484,4.061775207519531,2.021651110035309,0.6733623640042703
14375_onion_stage,14375,supported,event_0_selected_edge_joint_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_0_supported_value_0.25,False,6.074530604125238,4.053613662719727,2.0209169414055115,0.6706778483066649
14375_onion_stage,14375,supported,event_2_scope_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_0_selected_edge_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_0_selected_edge_state_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_0_supported_value_0.25_cut_both,False,6.072548868895746,4.051631927490234,2.0209169414055115,0.6701904813913937
14375_onion_stage,14375,supported,event_2_value_source_0.25_restore_state,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_3_scope_and_value_0.25,False,6.081759252744547,4.0569610595703125,2.0247981931742345,0.6718029758498831
14375_onion_stage,14375,supported,event_2_supported_value_joint_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_2_selected_edge_relay_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_0_value_source_0.25_cut_both,False,6.078980193603185,4.051517486572266,2.027462707030919,0.6712293094044033
14375_onion_stage,14375,supported,event_1_scope_and_value_0.25,False,6.085766898692574,4.054653167724609,2.0311137309679648,0.6722190128918903
14375_onion_stage,14375,supported,event_0_scope_1_cut_both,False,6.065289896974501,4.043609619140625,2.021680277833876,0.6685482914160714
14375_onion_stage,14375,supported,event_1_selected_edge_0.25,False,6.071599448159997,4.04149055480957,2.0301088933504268,0.6685241867631615
14375_onion_stage,14375,supported,event_2_scope_and_value_1_restore_state,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_2_value_source_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_2_scope_0.25_restore_state_blocked,False,6.07316855450236,4.048370361328125,2.0247981931742354,0.670445080690353
14375_onion_stage,14375,supported,event_2_scope_and_value_joint_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_1_scope_1,False,6.085371208736093,4.060977935791016,2.024393272945077,0.6723775534430845
14375_onion_stage,14375,supported,event_2_scope_and_value_0.25_restore_state,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_3_supported_value_sham,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_0_value_source_1,False,6.084915956454347,4.061695098876953,2.0232208575773942,0.6728780490752975
14375_onion_stage,14375,supported,event_2_value_source_0.25,False,6.081032348581611,4.058647155761719,2.0223851928198924,0.6717503921596588
14375_onion_stage,14375,supported,event_0_selected_edge_1,False,6.076096376758941,4.054445266723633,2.0216511100353083,0.6712227156287152
14375_onion_stage,14375,supported,event_2_selected_edge_1_restore_state,False,6.0777862455423985,4.052988052368164,2.0247981931742345,0.6706459611128088
14375_onion_stage,14375,supported,event_0_selected_edge_0.25_cut_both,False,6.060667395948094,4.0396728515625,2.0209945443855943,0.6684105027344247
14375_onion_stage,14375,supported,event_3_value_source_1,False,6.081782140928141,4.056983947753906,2.0247981931742345,0.6712779728451981
14375_onion_stage,14375,supported,event_0_scope_and_value_1_cut_both,False,6.063365550458764,4.043491363525391,2.0198741869333734,0.6686862176131139
14375_onion_stage,14375,supported,event_3_selected_edge_0.25,False,6.085261144834391,4.060462951660156,2.0247981931742345,0.673156207441415
14375_onion_stage,14375,supported,event_0_supported_value_1_restore_state_blocked,False,6.07316855450236,4.048370361328125,2.0247981931742354,0.670445080690353
14375_onion_stage,14375,supported,event_2_supported_value_0.25_restore_state_blocked,False,6.07316855450236,4.048370361328125,2.0247981931742354,0.670445080690353
14375_onion_stage,14375,supported,event_2_selected_edge_random_0,False,6.069517290369079,4.055458068847656,2.014059221521423,0.6709359506004571
14375_onion_stage,14375,supported,event_2_scope_1,False,6.085570403017513,4.061061859130859,2.024508543886654,0.6730091317283275
14375_onion_stage,14375,supported,event_0_scope_0.25_restore_state_blocked,False,6.07316855450236,4.048370361328125,2.0247981931742354,0.670445080690353
