family,layer,auroc,auprc,rewired_auroc,rewired_auprc,auroc_drop,auprc_drop
fracture,15,0.4035543766578249,0.028562717442516757,0.39713527851458885,0.02822435438971398,0.006419098143236046,0.0003383630528027773
fracture,16,0.48079575596816976,0.0343468904853759,0.4687533156498674,0.033658279754903764,0.012042440318302372,0.0006886107304721334
fracture,17,0.5605305039787798,0.04349377584517666,0.5579310344827586,0.04340999929890531,0.0025994694960211895,8.377654627135522e-05
fracture,18,0.4816445623342175,0.036720793534073065,0.48137931034482756,0.03670963793350461,0.0002652519893899252,1.1155600568454882e-05
fracture,19,0.47442970822281166,0.03514119868341248,0.4689124668435014,0.0341137437788445,0.005517241379310256,0.0010274549045679801
fracture,20,0.5545358090185676,0.04362238230936398,0.5543236074270557,0.04336375184038846,0.00021220159151191798,0.0002586304689755209
fracture,21,0.4739522546419098,0.032719392283326425,0.4739522546419099,0.03259035475706794,-5.551115123125783e-17,0.0001290375262584867
fracture,22,0.42572944297082227,0.028717730664333134,0.4255702917771883,0.028702854930626097,0.00015915119363396624,1.4875733707037098e-05
fracture,23,0.5511405835543767,0.039101095475867945,0.5494960212201592,0.03890261534027467,0.001644562334217503,0.0001984801355932736
fracture,24,0.3128381962864722,0.024181602073506562,0.31326259946949603,0.02419202076847638,-0.00042440318302383595,-1.0418694969819425e-05
fracture,25,0.4157029177718833,0.02969062851494807,0.4178249336870027,0.029735704373513996,-0.002122015915119402,-4.5075858565925275e-05
fracture,26,0.4880636604774536,0.04233061104290564,0.489973474801061,0.042612282549854885,-0.0019098143236074283,-0.0002816715069492437
fracture,27,0.44408488063660473,0.030230442109977024,0.44106100795755965,0.029941326761458806,0.003023872679045081,0.00028911534851821727
fracture,28,0.51342175066313,0.03565343195908667,0.5141644562334218,0.035653790203685615,-0.0007427055702917684,-3.582445989441796e-07
fracture,29,0.5645092838196286,0.055773485186518715,0.5656763925729443,0.055885654947051035,-0.0011671087533157154,-0.00011216976053231992
fracture,30,0.5758620689655173,0.04465265648225113,0.5769230769230769,0.044706944520711604,-0.0010610079575595899,-5.428803846047742e-05
fracture,31,0.596604774535809,0.043909393362990386,0.5954376657824934,0.043649035681818105,0.0011671087533156044,0.00026035768117228103
