family,layer,auroc,auprc,rewired_auroc,rewired_auprc,auroc_drop,auprc_drop
lockin,13,0.5338572254375147,0.06939472531685953,0.5077364379550321,0.06385724735257103,0.026120787482482588,0.005537477964288495
lockin,14,0.5212085084040202,0.06472565653811486,0.5006482597273225,0.061271065678309374,0.0205602486766977,0.003454590859805491
lockin,15,0.5238234795040266,0.06488077167580082,0.49517452754438507,0.06081725286300089,0.028648951959641566,0.004063518812799934
lockin,16,0.5084218059767219,0.06330338733743651,0.500628723846039,0.061500261667353145,0.007793082130682971,0.0018031256700833664
lockin,17,0.5114724145264027,0.06425583763260023,0.5071822318046719,0.0627922941947194,0.004290182721730762,0.0014635434378808265
lockin,18,0.5300657401145963,0.0683804986361119,0.5115494351735568,0.06402496765333109,0.018516304941039508,0.004355530982780811
lockin,19,0.5221389821832512,0.06742789709449522,0.5143156905574117,0.06511120170442203,0.007823291625839501,0.0023166953900731896
lockin,20,0.5194161520665346,0.06750334628113869,0.5141881686299258,0.06536695411924656,0.005227983436608796,0.0021363921618921256
lockin,21,0.5156723028031802,0.06407077511793517,0.5107854672615202,0.06280932768389491,0.004886835541660028,0.001261447434040261
lockin,22,0.5123316765132819,0.06432815779140935,0.5020943681709886,0.06222783698586992,0.010237308342293305,0.0021003208055394296
lockin,23,0.5081724847219591,0.06359252628545907,0.5123905444891784,0.06382079879670073,-0.00421805976721934,-0.0002282725112416617
lockin,24,0.5131956323183102,0.06395321959018917,0.5127254710755415,0.06324955121416706,0.000470161242768774,0.0007036683760221069
lockin,25,0.5106648770668168,0.06367622767583588,0.5186195360067448,0.06463565785859934,-0.007954658939927972,-0.0009594301827634683
lockin,26,0.5173157962584953,0.0652609336950647,0.5105623031042872,0.0636528512314674,0.0067534931542081456,0.0016080824635972962
lockin,27,0.5167090955625618,0.06430836331408407,0.5058099212228957,0.06238764313554274,0.01089917433966614,0.0019207201785413283
lockin,28,0.509050296151226,0.06239657009847661,0.4978609660639927,0.060595347407138275,0.011189330087233273,0.001801222691338332
lockin,29,0.5249878224196703,0.06779343568706812,0.5206311311333289,0.06705353520367452,0.004356691286341419,0.0007399004833936046
lockin,30,0.5013524892762016,0.06177496868413521,0.49505047775635186,0.06029095497855774,0.006302011519849715,0.0014840137055774708
lockin,31,0.5084501853062321,0.06288046711296964,0.5013984661110407,0.06176372293674669,0.00705171919519143,0.0011167441762229557
all,0,0.5006260938650715,0.06526404575854095,0.5905789047611281,0.07752079706535218,-0.08995281089605656,-0.01225675130681124
all,1,0.4898293570488508,0.05997559605129667,0.48718865698775127,0.059964268306280655,0.00264070006109951,1.1327745016012636e-05
all,2,0.47621909576329985,0.05590655321492767,0.4848338909039356,0.057210752610226026,-0.008614795140635734,-0.0013041993952983555
all,3,0.4928967397645595,0.06038756115939902,0.4946972604913814,0.06070486185998993,-0.0018005207268219081,-0.0003173007005909112
all,4,0.48224422219685115,0.057858328464120645,0.4989754977360521,0.059741585155302805,-0.01673127553920095,-0.00188325669118216
all,5,0.5099618880158181,0.06175900793852241,0.5093393384304048,0.06151051519332434,0.0006225495854133012,0.00024849274519807285
all,6,0.4869716937516545,0.05841012459759561,0.49263656611367546,0.059087537813997226,-0.005664872362020956,-0.0006774132164016136
all,7,0.5079493268377874,0.06087623259639352,0.5134764145439672,0.06149912702389245,-0.005527087706179823,-0.0006228944274989309
all,8,0.5351988184061657,0.06523565580724278,0.5439353909183636,0.066889077574178,-0.008736572512197949,-0.0016534217669352258
all,9,0.5369411455111854,0.06666867542979286,0.539978919377361,0.06714478160809252,-0.0030377738661755416,-0.00047610617829965673
all,10,0.5499524925381936,0.06976120511698422,0.49308710051577115,0.05853353307690542,0.05686539202242241,0.011227672040078802
all,11,0.5389839726419249,0.0670098991212022,0.512468217534712,0.06432978566852063,0.026515755107212935,0.0026801134526815706
all,12,0.5096215320948637,0.0625419453773764,0.5372975306721335,0.06527029129842904,-0.027675998577269767,-0.002728345921052644
all,13,0.5446821518231398,0.0728561667937797,0.5282442312927901,0.06468485253725034,0.01643792053034976,0.008171314256529352
all,14,0.5462515180808447,0.07155686634253834,0.5115896564746147,0.06243933626424802,0.03466186160622997,0.009117530078290324
all,15,0.5483501095903817,0.07108154522778326,0.4880628065174598,0.06167652393095471,0.06028730307292185,0.009405021296828547
all,16,0.5391720562718695,0.06991957205317116,0.5763069923305553,0.07653573786303519,-0.037134936058685786,-0.00661616580986403
all,17,0.5306454478275762,0.06797589795275621,0.5667229386406778,0.07939567019281901,-0.03607749081310163,-0.011419772240062798
all,18,0.5429827889152496,0.07114772659116947,0.5408903199135824,0.0697981721522704,0.002092469001667263,0.0013495544388990727
all,19,0.5347881398993048,0.06966049105228016,0.5304255095921381,0.06857497702280123,0.0043626303071667705,0.001085514029478929
all,20,0.547206623035434,0.07445182559845043,0.5655857267153372,0.07743487078136183,-0.018379103679903253,-0.002983045182911398
all,21,0.5281105758795773,0.0680562302248269,0.5285890097219904,0.06795975764127485,-0.00047843384241308407,9.647258355205413e-05
all,22,0.5253889141205357,0.06642669593973521,0.5170694892097072,0.06513026782166412,0.008319424910828488,0.0012964281180710968
all,23,0.5142648662144207,0.06604196315258214,0.5192532845749186,0.066415684706257,-0.004988418360497904,-0.00037372155367486337
all,24,0.5235474271666213,0.06704764197516401,0.5295458444732447,0.06723041932139937,-0.005998417306623427,-0.0001827773462353549
all,25,0.5132126997499558,0.06623439267470092,0.5212704344973207,0.06727779246656831,-0.00805773474736493,-0.0010433997918673915
all,26,0.5219118848165569,0.06559650913270908,0.5272069163010518,0.06638147032027725,-0.005295031484494839,-0.00078496118756817
all,27,0.513376980248639,0.06415035415876887,0.5159040594861861,0.06508345233575777,-0.0025270792375471363,-0.000933098176988903
all,28,0.5248304187644829,0.06567438112974465,0.5190619781597097,0.06525322882471785,0.005768440604773217,0.00042115230502680345
all,29,0.541142006112471,0.07062596226570256,0.5409169961069381,0.07107849872681091,0.00022501000553287742,-0.00045253646110834933
all,30,0.5279811767384849,0.06597802262751747,0.5190228671905092,0.06553585304374974,0.008958309547975718,0.00044216958376772086
all,31,0.5214782892483492,0.06446367881237919,0.5194456903441276,0.06458034541200877,0.002032598904221583,-0.00011666659962958348
